Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	23.946108	12.858166	73.0	9.0	23.946108	0.02876163	0.043321755	0.21685034	-0.136263	4000	1.8113852e-07	323.7336	-0.024613168	-135.58409	0.68833524	0.01041469	0.091	79.0	7.474991798400879
1	35.990826	24.620977	148.0	9.0	35.990826	7.652164	2.5699234	24.290226	5.0785275	8000	3.5762786e-09	516.46875	-0.020822037	-246.0037	0.6769536	0.0065295068	0.0835	79.0	12.913004398345947
2	45.482758	28.270393	140.0	9.0	45.482758	22.198437	3.0398235	53.979317	16.62447	12000	-4.768372e-10	327.03406	-0.014686051	-65.19742	0.670018	0.016041255	0.12975	15.0	17.69650101661682
3	88.51111	49.740047	200.0	13.0	88.51111	26.362242	2.9444335	38.54683	17.76584	16000	5.9247018e-08	681.7209	-0.017211447	-228.26627	0.6360375	0.0058690375	0.0585	79.0	23.202024936676025
4	122.25	52.41541	200.0	25.0	122.25	40.084656	3.2138188	47.678745	29.806925	20000	1.3947487e-08	544.8205	-0.011579995	-120.842804	0.61842483	0.005974141	0.045	79.0	28.967623472213745
5	140.25	44.03134	200.0	61.0	140.25	47.26343	5.74641	61.23259	19.307957	24000	1.2159347e-08	428.15186	-0.010055456	-130.13324	0.6096035	0.0055156634	0.0285	79.0	34.37029957771301
6	181.28572	32.64695	200.0	88.0	181.28572	52.230644	10.044222	61.967693	4.2986526	28000	-1.0609627e-08	395.1544	-0.007137669	-60.570007	0.5852556	0.0041545066	0.03025	79.0	39.7553448677063
7	191.5	15.229905	200.0	145.0	191.5	54.216053	14.243711	73.28691	4.555506	32000	-6.8545343e-09	381.32532	-0.009523654	-61.249573	0.58026356	0.008897963	0.0545	79.0	45.15905523300171
8	185.33333	44.723846	200.0	47.0	185.33333	59.26571	14.614071	74.84768	-5.680107	36000	-7.2717667e-09	472.2384	-0.008163489	-92.271515	0.5742555	0.005402828	0.03675	79.0	50.604318141937256
9	200.0	0.0	200.0	200.0	200.0	59.574615	12.256969	72.79052	3.4874582	40000	2.6226044e-09	429.37738	-0.0062961103	-27.565887	0.54369783	0.0074308356	0.06125	79.0	56.40591335296631
