Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	23.350878	11.788822	86.0	9.0	23.350878	-0.035480153	0.053764008	0.07837215	-0.42568105	4000	-1.18970874e-07	296.32874	-0.016595278	-19.94519	0.68086267	0.008758253	0.1205	79.0	8.397252082824707
1	28.525179	19.312029	129.0	9.0	28.525179	0.7228771	0.29085523	2.276454	0.24072328	8000	4.148483e-08	509.2092	-0.0150906015	-36.919403	0.6756996	0.0072367615	0.06725	79.0	14.57567811012268
2	38.066666	19.679462	107.0	10.0	38.066666	1.7415283	0.50467247	4.437773	0.822862	12000	7.450581e-09	571.27026	-0.013471324	-58.45508	0.66657156	0.0055514695	0.03725	79.0	19.143796682357788
3	52.067566	29.036478	146.0	12.0	52.067566	3.359742	0.7348234	10.028464	2.0150044	16000	1.5854836e-08	956.57404	-0.01071781	-118.40442	0.64781946	0.00412708	0.02825	79.0	23.704169034957886
4	58.338234	34.239044	150.0	12.0	58.338234	5.969618	1.3804513	15.837565	2.4406881	20000	1.7285346e-08	960.68274	-0.01261933	-145.146	0.6371432	0.0046652444	0.0265	79.0	28.261005401611328
5	75.61539	33.421062	174.0	17.0	75.61539	8.690381	2.9150121	24.516348	0.7892852	24000	9.167194e-08	1030.5048	-0.012164577	-167.7384	0.6296698	0.0048949528	0.022	79.0	32.906859159469604
6	112.542854	52.980507	200.0	21.0	112.542854	14.648096	5.5286674	41.98314	3.5850768	28000	-6.0915944e-08	1535.5763	-0.006321532	-265.02075	0.6190814	0.0028458966	0.01125	79.0	37.45090341567993
7	139.53572	54.922337	200.0	22.0	139.53572	18.973686	7.043277	47.174778	3.596597	32000	-3.1232833e-08	1616.6549	-0.004738527	-292.77795	0.60710263	0.004214193	0.01325	79.0	42.08654284477234
8	147.7037	51.029995	200.0	16.0	147.7037	28.183954	8.872352	66.84107	7.4830623	36000	-4.696846e-08	1343.678	-0.0032126599	-231.0968	0.60293907	0.0013759172	0.004	79.0	46.70420050621033
9	173.36363	34.673206	200.0	80.0	173.36363	29.556969	6.484044	61.255424	15.239315	40000	2.7298928e-08	1347.7261	-0.0038917686	-260.59802	0.5914055	0.004188674	0.01925	79.0	51.69592881202698
