Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	22.896551	14.035697	110.0	8.0	22.896551	0.014750021	0.116082795	0.47289863	-0.39125857	4000	5.5789947e-08	348.2222	-0.024930377	-122.51672	0.689078	0.008895607	0.14725	79.0	6.551835060119629
1	29.407408	18.290373	93.0	8.0	29.407408	6.3569894	2.2676704	20.011124	3.8428843	8000	-3.409386e-08	342.17307	-0.023161614	-169.87599	0.6852663	0.010700317	0.09575	79.0	12.645164728164673
2	42.902172	29.561306	147.0	9.0	42.902172	18.0198	1.6146566	31.474264	14.497566	12000	-2.0444393e-08	376.45297	-0.02364349	-86.86948	0.668671	0.011228924	0.12775	79.0	18.658102989196777
3	71.472725	47.924885	200.0	12.0	71.472725	26.365644	2.2628667	38.58282	16.143684	16000	1.513958e-08	589.52704	-0.018449368	-143.4903	0.64646614	0.0074970718	0.07025	79.0	24.466408252716064
4	112.828575	56.4201	200.0	13.0	112.828575	36.82448	3.6618452	40.078316	8.535115	20000	1.835823e-08	567.05786	-0.013622299	-140.56003	0.622422	0.008039636	0.074	79.0	30.49521827697754
5	141.67857	50.65574	200.0	26.0	141.67857	45.74989	8.509688	57.42516	-4.5931997	24000	1.4364719e-08	459.19693	-0.009953265	-119.42731	0.6083135	0.008662926	0.06775	79.0	36.484448194503784
6	165.45833	46.795635	200.0	26.0	165.45833	50.730423	11.613311	64.60526	-7.3029532	28000	-1.001358e-08	308.42438	-0.010058273	-85.11188	0.58754176	0.0044285897	0.077	79.0	41.81570076942444
7	181.13637	29.82722	200.0	108.0	181.13637	59.247814	14.318738	78.559044	2.4928977	32000	-2.7418137e-09	366.04156	-0.0069299135	-57.091125	0.5779884	0.004550949	0.04775	79.0	47.19537305831909
8	178.81818	33.36116	200.0	83.0	178.81818	58.362976	11.549579	72.317345	-3.2776842	36000	8.106232e-09	331.31543	-0.0055956547	-73.599	0.58190113	0.0047588395	0.039	79.0	52.59372544288635
9	175.5	36.322735	200.0	61.0	175.5	51.12668	22.27397	71.67252	-38.22801	40000	3.9339065e-09	394.834	-0.0068898834	-86.63022	0.5940128	0.0051647825	0.0405	79.0	58.85042953491211
