Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	21.825136	10.115833	63.0	8.0	21.825136	-0.01406452	0.3952297	1.1559129	-1.1454072	4000	9.202957e-08	249.358	-0.014552418	-24.049911	0.6920696	0.005667146	0.12325	79.0	12.74752688407898
1	23.350878	13.160936	91.0	8.0	23.350878	0.88798934	0.20774002	1.45822	0.06967514	8000	4.7445297e-08	301.01398	-0.016328687	-48.74167	0.69248265	0.010524361	0.10625	79.0	17.570540189743042
2	30.930233	19.833488	160.0	9.0	30.930233	2.8013859	0.720059	5.2263346	-0.37922525	12000	1.513958e-08	466.27768	-0.013516611	-95.05206	0.6821118	0.0054202876	0.04575	79.0	22.405928373336792
3	38.08654	25.683767	134.0	11.0	38.08654	5.526248	1.7434286	10.251926	-2.6906488	16000	4.6610833e-08	584.90674	-0.013162041	-123.18198	0.67053765	0.005548314	0.038	79.0	27.233432292938232
4	51.102566	31.354296	200.0	10.0	51.102566	9.247861	1.6075882	13.324693	1.6328561	20000	3.2663344e-08	668.0304	-0.012574835	-148.04309	0.6538637	0.0030487166	0.037	79.0	32.19950842857361
5	68.586205	34.08055	161.0	15.0	68.586205	13.56035	0.988777	17.105772	8.858404	24000	2.6941299e-08	721.0877	-0.012943544	-163.91644	0.643287	0.003001774	0.0235	79.0	36.810288429260254
6	92.88372	55.358536	200.0	14.0	92.88372	17.960953	1.4733944	21.826519	12.910381	28000	1.4901161e-08	1110.0763	-0.007194218	-246.87036	0.6295969	0.0044691344	0.0185	79.0	41.14122128486633
7	109.75	53.540936	200.0	20.0	109.75	23.65848	1.7917129	28.759912	16.455305	32000	2.5391579e-08	967.238	-0.0077688475	-190.73035	0.626439	0.0013367262	0.01275	79.0	45.63041687011719
8	122.0	59.48529	200.0	26.0	122.0	28.588135	1.4722291	32.508255	22.656	36000	-4.3034554e-08	930.65326	-0.006282246	-156.92944	0.6160311	0.0008454927	0.0075	79.0	50.33309078216553
9	160.45833	52.55551	200.0	19.0	160.45833	32.679432	2.6635072	36.930046	20.21618	40000	4.029274e-08	989.114	-0.005153594	-187.19281	0.6140493	0.0025198665	0.01025	79.0	55.34615182876587
