Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	22.071823	12.211775	79.0	9.0	22.071823	0.13241647	0.11816039	0.7440461	-0.059535302	4000	1.462698e-07	292.20102	-0.026180064	-118.66612	0.69283193	0.0106490515	0.1295	79.0	7.155640363693237
1	28.618706	18.40136	123.0	9.0	28.618706	7.593993	2.6857207	21.379864	5.194287	8000	2.1457671e-09	328.22443	-0.020768119	-143.7641	0.6859168	0.013079763	0.09025	79.0	13.989478588104248
2	49.358025	31.165155	175.0	11.0	49.358025	17.97893	2.8013837	44.638557	14.3020115	12000	-3.5762786e-09	436.98227	-0.02291299	-149.55096	0.6622837	0.009806655	0.131	79.0	19.987141847610474
3	77.26	36.81185	187.0	17.0	77.26	28.518408	2.895078	36.428055	11.738344	16000	5.3405763e-08	455.48053	-0.017872414	-98.108765	0.63768625	0.008329803	0.07575	79.0	26.85915970802307
4	115.26471	59.72501	200.0	11.0	115.26471	37.335926	4.804213	55.006752	18.61767	20000	3.7908553e-08	618.4426	-0.013559312	-182.18289	0.619247	0.0058454257	0.04275	79.0	32.09906601905823
5	145.7037	51.101074	200.0	32.0	145.7037	47.120132	7.0582514	55.80572	9.985427	24000	1.7166137e-08	442.97705	-0.010471339	-139.94974	0.6031537	0.0031912862	0.0335	79.0	37.37678623199463
6	180.68182	29.744957	200.0	88.0	180.68182	51.674335	12.475527	66.723366	2.1084657	28000	-5.00679e-09	331.92682	-0.0071525904	-58.40985	0.5804847	0.0075939684	0.0405	79.0	42.72447180747986
7	171.86957	48.38281	200.0	32.0	171.86957	53.29678	18.826641	77.4117	0.85920787	32000	9.059906e-09	335.685	-0.007446089	-40.25354	0.5810786	0.0041405917	0.03125	79.0	48.06986141204834
8	188.95238	19.686775	200.0	137.0	188.95238	55.891804	14.908222	76.26728	12.562176	36000	5.2452087e-09	305.8138	-0.0061702905	-37.058777	0.5729911	0.006067732	0.046	79.0	53.368863582611084
9	196.65	14.602311	200.0	133.0	196.65	59.648296	13.418042	78.3174	9.971999	40000	-7.629395e-09	302.89957	-0.0058685783	-90.79797	0.5606807	0.003209877	0.035	79.0	59.19873595237732
