Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	25.439491	15.17387	89.0	10.0	25.439491	0.021711344	0.17010708	0.9181263	-0.68494064	4000	1.7690658e-07	392.97162	-0.014908666	-227.53165	0.68738943	0.0075862645	0.05575	79.0	8.795228719711304
1	35.669643	21.650795	124.0	10.0	35.669643	9.775853	2.5735776	16.30316	-6.311415	8000	7.092953e-08	346.93976	-0.013273922	-153.97351	0.66933346	0.003767749	0.047	79.0	14.893947124481201
2	46.809525	32.230373	200.0	10.0	46.809525	20.118645	3.4906638	22.955572	-15.219576	12000	-2.4557114e-08	386.74933	-0.013164643	-59.62195	0.6600503	0.019549478	0.166	7.0	19.48848605155945
3	73.833336	48.245422	200.0	9.0	73.833336	26.294212	2.371314	27.765347	-4.5968285	16000	5.966425e-08	588.3762	-0.013611187	-114.93628	0.64074004	0.005160531	0.045	79.0	24.848735332489014
4	95.39024	57.848362	200.0	16.0	95.39024	33.359127	5.6500454	35.075382	-20.152927	20000	-2.9802322e-08	634.55035	-0.009994135	-97.520325	0.6268646	0.0043465244	0.0225	79.0	30.163906812667847
5	146.25926	54.69349	200.0	17.0	146.25926	39.13849	7.130828	41.205734	-16.143608	24000	2.2649765e-08	650.9033	-0.0065436815	-124.30267	0.6201859	0.005154499	0.0335	79.0	35.567447900772095
6	169.52174	49.400646	200.0	20.0	169.52174	46.961372	4.5565286	48.28313	7.447409	28000	3.5881996e-08	572.369	-0.00363283	-74.327484	0.60417765	0.0013949382	0.01425	79.0	40.91099500656128
7	181.38095	33.826557	200.0	73.0	181.38095	52.599094	4.611709	53.59941	1.8224297	32000	4.529953e-09	543.90375	-0.0066071707	-33.80612	0.5973131	0.0070064967	0.0365	79.0	46.39747452735901
8	194.3	11.920991	200.0	165.0	194.3	44.393803	21.012972	56.59907	-51.284885	36000	-3.7670137e-08	454.2068	-0.0043439562	-172.08041	0.59144485	0.009242488	0.07475	79.0	52.495985984802246
9	193.65	15.550804	200.0	135.0	193.65	57.242718	9.626213	61.82856	16.802984	40000	-1.8954276e-08	462.27005	-0.0020019764	-14.074738	0.5964816	0.0018776638	0.0085	79.0	59.402745723724365
