Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	21.374332	10.787643	66.0	9.0	21.374332	0.07272065	0.16436306	0.8357488	-0.2356663	4000	-6.449223e-08	254.8371	-0.016730545	-19.3844	0.6929568	0.008126627	0.129	79.0	5.925749063491821
1	24.838509	12.692689	70.0	8.0	24.838509	0.90964055	0.46602076	3.3334975	0.45437384	8000	5.1259995e-08	304.91788	-0.01510614	-29.720673	0.6902934	0.00960043	0.06175	79.0	10.663363933563232
2	34.068966	20.457998	143.0	11.0	34.068966	1.9967281	0.68953997	6.111813	1.0777097	12000	-8.559227e-08	545.8464	-0.01292722	-68.71103	0.6759254	0.004336135	0.02825	79.0	15.263912200927734
3	42.265957	25.936163	169.0	12.0	42.265957	4.0153065	1.078448	14.087197	2.9617276	16000	1.0490417e-08	680.4101	-0.011219601	-108.63977	0.6581616	0.002531767	0.01925	79.0	19.878512620925903
4	61.015385	33.76001	180.0	12.0	61.015385	7.0709276	1.641182	20.12399	5.4036365	20000	1.45435335e-08	922.2294	-0.011694892	-187.3006	0.6431382	0.0045068925	0.03275	79.0	24.36920928955078
5	64.46667	36.26498	176.0	14.0	64.46667	11.435584	3.1441538	32.26011	5.741431	24000	-6.556511e-08	891.6182	-0.012316806	-171.33545	0.64269644	0.0045880987	0.0205	79.0	28.794139862060547
6	81.081635	47.091244	199.0	15.0	81.081635	16.498886	4.0581846	47.09618	8.840005	28000	3.027916e-08	1020.3218	-0.009538204	-199.75116	0.63308835	0.004857135	0.0185	79.0	33.200806617736816
7	142.03572	62.84646	200.0	23.0	142.03572	20.985	2.9864817	40.996307	17.226807	32000	-5.8233738e-08	1574.8356	-0.007017561	-396.04956	0.6139011	0.004503362	0.0245	79.0	37.77558398246765
8	116.969696	63.478214	200.0	15.0	116.969696	29.309456	3.6069796	55.33882	24.578182	36000	3.2544136e-08	1021.27136	-0.005743646	-193.12146	0.61420816	0.0064416733	0.0165	79.0	42.509565114974976
9	166.39131	43.696323	200.0	41.0	166.39131	33.361633	2.9635057	52.45921	26.829027	40000	-1.2397766e-08	1023.41956	-0.0038657372	-231.67432	0.60990345	0.0022722655	0.011	79.0	47.48263692855835
